hidden_channels,heads,dropout,lr,weight_decay,val_auc,test_auc,timestamp
128,2,0.10353436932476788,5.962175257082191e-05,3.92084598157673e-05,0.797312194107494,0.8207570368212888,2026-04-17 10:11:45
