hidden_channels,heads,dropout,lr,weight_decay,val_auc,test_auc,timestamp
128,8,0.30402047788241604,2.781129710905535e-05,0.00014628785160573414,0.5916822831428361,0.6278997904068179,2026-04-17 00:26:00
