hidden_channels,heads,dropout,lr,weight_decay,val_auc,test_auc,timestamp
128,4,0.373696174265029,0.00015496803996473433,0.0002879918682561594,0.9220715589323862,0.8621103117505995,2026-04-16 21:37:17
