gin_layers,hidden_channels,heads,dropout,lr,weight_decay,val_auc,test_auc,timestamp
4,128,8,0.2561865961085199,0.0004143836099473416,0.0003317346144711741,0.6048331106869346,0.6217022286791729,2026-04-20 16:00:41
