gin_layers,hidden_channels,heads,dropout,lr,weight_decay,val_auc,test_auc,timestamp
4,128,2,0.20188861429574315,0.00013943493958471748,0.00019438701782539063,0.8211722755240164,0.813032572559068,2026-04-22 04:41:01
