gin_layers,hidden_channels,heads,dropout,lr,weight_decay,val_auc,test_auc,timestamp
4,64,4,0.15594489125076463,0.00010009126921985123,0.0010318618747135362,0.8957505817920128,0.867748135579018,2026-04-20 01:19:22
