gin_layers,hidden_channels,heads,dropout,lr,weight_decay,val_auc,test_auc,timestamp
6,96,4,0.10499630462498857,0.0002657370191098141,0.00014780108555648258,0.6232314947367015,0.6166150499034548,2026-04-19 21:42:55
