hidden_channels,heads,dropout,lr,weight_decay,val_auc,test_auc,timestamp
128,6,0.14909318082002784,1.9764205162107303e-05,2.678617148850715e-06,0.8726961015868377,0.8618669350234098,2026-04-17 13:45:01
