hidden_channels,heads,dropout,lr,weight_decay,val_auc,test_auc,timestamp
128,4,0.16503679227833817,5.136213110362003e-05,6.380743786039324e-05,0.8036523041434389,0.8176765379870027,2026-04-17 23:22:23
